// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 1.11s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 2.21s and exited with 0
// ***** Done, took 00:00:03 (3.42 sec)   *****
// Found 24 benchmarks:
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLOCG(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 168300.00 ns, 168.3000 us/op
WorkloadActual  16: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  17: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  18: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  19: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  20: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  21: 1 op, 1800.00 ns, 1.8000 us/op
WorkloadActual  22: 1 op, 1600.00 ns, 1.6000 us/op
WorkloadActual  23: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  24: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  25: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  26: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  27: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  28: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  29: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  30: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  31: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  32: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  33: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  34: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  35: 1 op, 1600.00 ns, 1.6000 us/op
WorkloadActual  36: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  37: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  38: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  39: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  40: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  41: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  42: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  43: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  44: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  45: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  46: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  47: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  48: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  49: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  50: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  51: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  52: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  53: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  54: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  55: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  56: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  57: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  58: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  59: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  60: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  61: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  62: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  63: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadActual  64: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  65: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  66: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  67: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  68: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  69: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  70: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  71: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  72: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  73: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  74: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  75: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  76: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  77: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadActual  78: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  79: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  80: 1 op, 1600.00 ns, 1.6000 us/op
WorkloadActual  81: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  82: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  83: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  84: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  85: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  86: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  87: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  88: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  89: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  90: 1 op, 1400.00 ns, 1.4000 us/op
WorkloadActual  91: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  92: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  93: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  94: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  95: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  96: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadActual  97: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  98: 1 op, 1300.00 ns, 1.3000 us/op
WorkloadActual  99: 1 op, 1500.00 ns, 1.5000 us/op
WorkloadActual  100: 1 op, 1400.00 ns, 1.4000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult   2: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   3: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   4: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   5: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   6: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   7: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult   8: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult   9: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  10: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  11: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  12: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  13: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  14: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  15: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  16: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  17: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  18: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  19: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  20: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  21: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  22: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  23: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  24: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  25: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  26: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  27: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  28: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  29: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  30: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  31: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  32: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  33: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  34: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  35: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  36: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  37: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  38: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  39: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  40: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  41: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  42: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  43: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  44: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  45: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  46: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  47: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  48: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  49: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  50: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  51: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  52: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  53: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  54: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  55: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  56: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  57: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  58: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  59: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  60: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  61: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  62: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  63: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  64: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  65: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  66: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  67: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  68: 1 op, 900.00 ns, 900.0000 ns/op
WorkloadResult  69: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  70: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  71: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  72: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  73: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  74: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  75: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  76: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  77: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  78: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  79: 1 op, 1200.00 ns, 1.2000 us/op
WorkloadResult  80: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  81: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  82: 1 op, 1000.00 ns, 1.0000 us/op
WorkloadResult  83: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  84: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadResult  85: 1 op, 1200.00 ns, 1.2000 us/op

// AfterAll
// Benchmark Process 35408 has exited with code 0.

Mean = 1.042 μs, StdErr = 0.008 μs (0.76%), N = 85, StdDev = 0.073 μs
Min = 0.900 μs, Q1 = 1.000 μs, Median = 1.000 μs, Q3 = 1.100 μs, Max = 1.200 μs
IQR = 0.100 μs, LowerFence = 0.850 μs, UpperFence = 1.250 μs
ConfidenceInterval = [1.015 μs; 1.069 μs] (CI 99.9%), Margin = 0.027 μs (2.59% of Mean)
Skewness = 0.81, Kurtosis = 2.98, MValue = 3.27

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 4 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-GDXMFH(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 166800.00 ns, 166.8000 us/op
WorkloadJitting  1: 1 op, 372300.00 ns, 372.3000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 27100.00 ns, 27.1000 us/op
WorkloadWarmup   2: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadWarmup   3: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadWarmup   4: 1 op, 31400.00 ns, 31.4000 us/op
WorkloadWarmup   5: 1 op, 29200.00 ns, 29.2000 us/op
WorkloadWarmup   6: 1 op, 32500.00 ns, 32.5000 us/op
WorkloadWarmup   7: 1 op, 26300.00 ns, 26.3000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 27800.00 ns, 27.8000 us/op
WorkloadActual   2: 1 op, 27400.00 ns, 27.4000 us/op
WorkloadActual   3: 1 op, 31300.00 ns, 31.3000 us/op
WorkloadActual   4: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadActual   5: 1 op, 29600.00 ns, 29.6000 us/op
WorkloadActual   6: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual   7: 1 op, 30000.00 ns, 30.0000 us/op
WorkloadActual   8: 1 op, 31000.00 ns, 31.0000 us/op
WorkloadActual   9: 1 op, 31100.00 ns, 31.1000 us/op
WorkloadActual  10: 1 op, 30100.00 ns, 30.1000 us/op
WorkloadActual  11: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual  12: 1 op, 26900.00 ns, 26.9000 us/op
WorkloadActual  13: 1 op, 27300.00 ns, 27.3000 us/op
WorkloadActual  14: 1 op, 26600.00 ns, 26.6000 us/op
WorkloadActual  15: 1 op, 27900.00 ns, 27.9000 us/op
WorkloadActual  16: 1 op, 34400.00 ns, 34.4000 us/op
WorkloadActual  17: 1 op, 31500.00 ns, 31.5000 us/op
WorkloadActual  18: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadActual  19: 1 op, 34900.00 ns, 34.9000 us/op
WorkloadActual  20: 1 op, 31000.00 ns, 31.0000 us/op
WorkloadActual  21: 1 op, 31300.00 ns, 31.3000 us/op
WorkloadActual  22: 1 op, 29800.00 ns, 29.8000 us/op
WorkloadActual  23: 1 op, 31200.00 ns, 31.2000 us/op
WorkloadActual  24: 1 op, 38600.00 ns, 38.6000 us/op
WorkloadActual  25: 1 op, 29600.00 ns, 29.6000 us/op
WorkloadActual  26: 1 op, 29000.00 ns, 29.0000 us/op
WorkloadActual  27: 1 op, 31300.00 ns, 31.3000 us/op
WorkloadActual  28: 1 op, 31000.00 ns, 31.0000 us/op
WorkloadActual  29: 1 op, 37800.00 ns, 37.8000 us/op
WorkloadActual  30: 1 op, 29300.00 ns, 29.3000 us/op
WorkloadActual  31: 1 op, 32000.00 ns, 32.0000 us/op
WorkloadActual  32: 1 op, 32100.00 ns, 32.1000 us/op
WorkloadActual  33: 1 op, 40800.00 ns, 40.8000 us/op
WorkloadActual  34: 1 op, 31800.00 ns, 31.8000 us/op
WorkloadActual  35: 1 op, 31500.00 ns, 31.5000 us/op
WorkloadActual  36: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual  37: 1 op, 27000.00 ns, 27.0000 us/op
WorkloadActual  38: 1 op, 27000.00 ns, 27.0000 us/op
WorkloadActual  39: 1 op, 27300.00 ns, 27.3000 us/op
WorkloadActual  40: 1 op, 27200.00 ns, 27.2000 us/op
WorkloadActual  41: 1 op, 26800.00 ns, 26.8000 us/op
WorkloadActual  42: 1 op, 27400.00 ns, 27.4000 us/op
WorkloadActual  43: 1 op, 29600.00 ns, 29.6000 us/op
WorkloadActual  44: 1 op, 27100.00 ns, 27.1000 us/op
WorkloadActual  45: 1 op, 27300.00 ns, 27.3000 us/op
WorkloadActual  46: 1 op, 27600.00 ns, 27.6000 us/op
WorkloadActual  47: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadActual  48: 1 op, 33600.00 ns, 33.6000 us/op
WorkloadActual  49: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual  50: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadActual  51: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual  52: 1 op, 31100.00 ns, 31.1000 us/op
WorkloadActual  53: 1 op, 28900.00 ns, 28.9000 us/op
WorkloadActual  54: 1 op, 29300.00 ns, 29.3000 us/op
WorkloadActual  55: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadActual  56: 1 op, 31100.00 ns, 31.1000 us/op
WorkloadActual  57: 1 op, 29200.00 ns, 29.2000 us/op
WorkloadActual  58: 1 op, 31100.00 ns, 31.1000 us/op
WorkloadActual  59: 1 op, 31800.00 ns, 31.8000 us/op
WorkloadActual  60: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadActual  61: 1 op, 32300.00 ns, 32.3000 us/op
WorkloadActual  62: 1 op, 29200.00 ns, 29.2000 us/op
WorkloadActual  63: 1 op, 30800.00 ns, 30.8000 us/op
WorkloadActual  64: 1 op, 30000.00 ns, 30.0000 us/op
WorkloadActual  65: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadActual  66: 1 op, 31300.00 ns, 31.3000 us/op
WorkloadActual  67: 1 op, 32400.00 ns, 32.4000 us/op
WorkloadActual  68: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadActual  69: 1 op, 34200.00 ns, 34.2000 us/op
WorkloadActual  70: 1 op, 31800.00 ns, 31.8000 us/op
WorkloadActual  71: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadActual  72: 1 op, 31700.00 ns, 31.7000 us/op
WorkloadActual  73: 1 op, 27000.00 ns, 27.0000 us/op
WorkloadActual  74: 1 op, 30700.00 ns, 30.7000 us/op
WorkloadActual  75: 1 op, 33200.00 ns, 33.2000 us/op
WorkloadActual  76: 1 op, 31900.00 ns, 31.9000 us/op
WorkloadActual  77: 1 op, 30100.00 ns, 30.1000 us/op
WorkloadActual  78: 1 op, 31100.00 ns, 31.1000 us/op
WorkloadActual  79: 1 op, 31900.00 ns, 31.9000 us/op
WorkloadActual  80: 1 op, 29600.00 ns, 29.6000 us/op
WorkloadActual  81: 1 op, 30100.00 ns, 30.1000 us/op
WorkloadActual  82: 1 op, 30000.00 ns, 30.0000 us/op
WorkloadActual  83: 1 op, 29700.00 ns, 29.7000 us/op
WorkloadActual  84: 1 op, 32900.00 ns, 32.9000 us/op
WorkloadActual  85: 1 op, 32600.00 ns, 32.6000 us/op
WorkloadActual  86: 1 op, 32600.00 ns, 32.6000 us/op
WorkloadActual  87: 1 op, 27200.00 ns, 27.2000 us/op
WorkloadActual  88: 1 op, 27200.00 ns, 27.2000 us/op
WorkloadActual  89: 1 op, 30000.00 ns, 30.0000 us/op
WorkloadActual  90: 1 op, 33700.00 ns, 33.7000 us/op
WorkloadActual  91: 1 op, 29200.00 ns, 29.2000 us/op
WorkloadActual  92: 1 op, 31600.00 ns, 31.6000 us/op
WorkloadActual  93: 1 op, 32000.00 ns, 32.0000 us/op
WorkloadActual  94: 1 op, 27500.00 ns, 27.5000 us/op
WorkloadActual  95: 1 op, 27100.00 ns, 27.1000 us/op
WorkloadActual  96: 1 op, 26600.00 ns, 26.6000 us/op
WorkloadActual  97: 1 op, 26100.00 ns, 26.1000 us/op
WorkloadActual  98: 1 op, 28900.00 ns, 28.9000 us/op
WorkloadActual  99: 1 op, 27800.00 ns, 27.8000 us/op
WorkloadActual  100: 1 op, 26800.00 ns, 26.8000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 27700.00 ns, 27.7000 us/op
WorkloadResult   2: 1 op, 27300.00 ns, 27.3000 us/op
WorkloadResult   3: 1 op, 31200.00 ns, 31.2000 us/op
WorkloadResult   4: 1 op, 29300.00 ns, 29.3000 us/op
WorkloadResult   5: 1 op, 29500.00 ns, 29.5000 us/op
WorkloadResult   6: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadResult   7: 1 op, 29900.00 ns, 29.9000 us/op
WorkloadResult   8: 1 op, 30900.00 ns, 30.9000 us/op
WorkloadResult   9: 1 op, 31000.00 ns, 31.0000 us/op
WorkloadResult  10: 1 op, 30000.00 ns, 30.0000 us/op
WorkloadResult  11: 1 op, 29400.00 ns, 29.4000 us/op
WorkloadResult  12: 1 op, 26800.00 ns, 26.8000 us/op
WorkloadResult  13: 1 op, 27200.00 ns, 27.2000 us/op
WorkloadResult  14: 1 op, 26500.00 ns, 26.5000 us/op
WorkloadResult  15: 1 op, 27800.00 ns, 27.8000 us/op
WorkloadResult  16: 1 op, 34300.00 ns, 34.3000 us/op
WorkloadResult  17: 1 op, 31400.00 ns, 31.4000 us/op
WorkloadResult  18: 1 op, 31600.00 ns, 31.6000 us/op
WorkloadResult  19: 1 op, 34800.00 ns, 34.8000 us/op
WorkloadResult  20: 1 op, 30900.00 ns, 30.9000 us/op
